root	bucket	covered_tiers	inv_tier	prod	gloss_head	gloss_zipf	suggested_tier	matched_word	gloss
aerregad	obscure_root		tail	1	air	0.0			air supremacy
aerregil	obscure_root		tail	1	air	0.0			air regulator
aersak	obscure_root		tail	1	airbag	2.88			airbag
aersoldat	obscure_root		tail	1	airman	2.88			airman
aerspac	obscure_root		tail	1	airspace	3.28			airspace
aerstevard	obscure_root		extended	2	flight	0.0			flight attendant, steward
aertaksi	obscure_root		tail	1	air	0.0			air taxi
aertir	obscure_root		tail	1		0.0			drag (in aviation)
aertoler	obscure_root		tail	1	air-tolerant	0.0			air-tolerant
aertolerant	obscure_root		tail	1	air-tolerant	0.0			air-tolerant
aertransport	obscure_root		extended	2	air	0.0			air transport
aertru	obscure_root		tail	1	air	0.0			air pocket
aertub	obscure_root		tail	1	inner	0.0			inner tube, tube
aervalv	obscure_root		tail	1	air	0.0			air valve
aerveturad	shade_mismatch		tail	1	aeronautics	3.1		air	aeronautics, aviation, air travel
aerveturant	obscure_root		tail	1	aeronaut	1.72			aeronaut
aerveturil	obscure_root		tail	1	airship	2.88			airship
aervezik	obscure_root		extended	2	air	0.0			air bladder
aervid	obscure_root		tail	1	air	0.0			air view
aerviv	obscure_root		tail	1	aerobic	3.19			aerobic
aervoj	obscure_root		tail	1	airway	3.19			airway
aerĝustigil	obscure_root		tail	1	air	0.0			air regulator
aerŝakt	obscure_root		tail	1	air	0.0			air shaft
aerŝarĝ	obscure_root		tail	1	air	0.0			air freight
aerŝip	obscure_root		tail	1	airship	2.88			airship
aerŝton	obscure_root		tail	1	aerolite	1.34			aerolite, meteorite, meteor
afabl	covered_T1_3	2	core	9		0.0			amiable, nice, affable, friendly, good-natured, kind, user-friendly
afagi	obscure_root		tail	1	aphagia	0.0			aphagia
afanipter	obscure_root		tail	1		0.0			aphaniptera (the group of insects that includes the flea)
afazi	obscure_root		extended	2	aphasic	1.41			aphasic
afekci	obscure_root		extended	2	emotional	4.66			emotional, sentimental
afekt	obscure_root		core	10	affected	4.64			affected, artificial, assumed, prim
afektiv	obscure_root		tail	1	affective	3.0			affective, emotional
afeli	obscure_root		tail	1	aphelion	1.79			aphelion
afer	covered_T1_3	2	core	7		0.0			related to business, related to objects/things
aferent	obscure_root		tail	1	afferent	2.3			afferent
aferez	obscure_root		tail	1	word	0.0			a word formed by truncating its initial sound
aferkoncernec	obscure_root		tail	1	relevance	3.75			relevance
aferlist	obscure_root		tail	1	agenda	4.3			agenda
aferpaper	obscure_root		tail	1	business	0.0			business mail
aferstat	obscure_root		tail	1	state	0.0			state of affairs
afervojaĝ	obscure_root		tail	1	business	0.0			business trip
aferŝarĝit	obscure_root		tail	1		0.0			chargé d’affaires
afgan	obscure_root		extended	2	afghan	0.0			Afghan
afganhund	obscure_root		tail	1	afghan	0.0			Afghan hound
afhanhund	obscure_root		tail	1	afghan	0.0			Afghan hound
afid	obscure_root		tail	1	aphid	2.39			aphid, aphis, greenfly
afidavit	obscure_root		tail	1	affidavit	3.38			affidavit
afided	obscure_root		tail	1	aphid	2.39			aphid
afidomanĝ	obscure_root		tail	1	aphidivorous	0.0			aphidivorous
afiks	obscure_root		tail	1	affixal	0.0			affixal
afin	obscure_root		extended	2	affine	2.43			affine, having affinity
afinaci	obscure_root		tail	1		0.0			to refine (metal)
afis	obscure_root		tail	1	greenfly	1.28			greenfly
afiŝ	covered_T1_3	1/2	core	4		0.0			to placard, post (up), publish
afiŝhom	obscure_root		tail	1	sign-carrier	0.0			sign-carrier, placard-carrier, poster-carrier
afiŝkolon	obscure_root		tail	1	advertising	0.0			advertising pillar
afiŝtabel	obscure_root		tail	1	bulletin	0.0			bulletin board
afiŝtabul	obscure_root		tail	1	billboard	3.87			billboard, notice board
aflabl	obscure_root		tail	1	amiable	2.84			amiable
aflikt	covered_T1_3	2	core	4		0.0			distressing, grievous, painful, troublesome
afoni	obscure_root		tail	1	aphonic	0.0			aphonic, aphonous
aforism	obscure_root		tail	1	aphoristic	1.64			aphoristic
aforist	obscure_root		tail	1	aphorist	1.02			aphorist
aframerik	obscure_root		tail	1	afro-american	0.0			Afro-American
aframerikan	obscure_root		tail	1	afro-american	0.0			Afro-American
afrank	obscure_root		core	3	prepay	2.23			to prepay, put on stamps, frank
afranktarif	obscure_root		tail	1	postal	0.0			postal rates
afrazi	obscure_root		tail	1	afro-asian	0.0			Afro-Asian
afrazian	obscure_root		tail	1	afro-asian	0.0			Afro-Asian
afrik	obscure_root		core	3	african	0.0			African
afrikan	obscure_root		extended	2	african	0.0			African
afrikans	obscure_root		tail	1	afrikaans	0.0			Afrikaans
afrikat	obscure_root		tail	1	affricative	0.0			affricative
afrikazi	obscure_root		tail	1	afro-asian	0.0			Afro-Asian
afrit	obscure_root		tail	1	afreet	0.0			afreet, afrite
afrodit	obscure_root		tail	1	aphrodite	0.0			of Aphrodite
afrodizi	obscure_root		core	6	aphrodisiac	2.6			aphrodisiac
afrodiziak	obscure_root		tail	1	aphrodisiac	2.6			aphrodisiac
afrodizigil	obscure_root		tail	1	aphrodisiac	2.6			aphrodisiac
aft	obscure_root		tail	1	aphthous	0.0			aphthous ulcer
aftoz	obscure_root		tail	1	hoof-and-mouth	0.0			hoof-and-mouth disease
afust	obscure_root		tail	1		0.0			(gun) carriage
afustovost	obscure_root		tail	1	gun	0.0			gun carriage stock
ag	covered_T1_3	1/2	tail	1		0.0			active
aga	obscure_root		tail	1	aga	3.08			aga
agac	obscure_root		core	5	acerbic	2.31			acerbic, acrid, tart
agad	covered_T1_3	2	tail	1		0.0			to act, occur, take place
agam	obscure_root		tail	1	officious	2.08			officious
agamed	obscure_root		tail	1		0.0			Agamedes (mythology)
agami	obscure_root		tail	1		0.0			agamic (biology)
agant	obscure_root		tail	1	agent	4.81			agent
agap	obscure_root		extended	2	agape	2.65			agape, love feast
agar	obscure_root		tail	1		0.0			agar(-agar)
agaragar	obscure_root		tail	1	agar	3.02			agar, agar-agar
agarik	obscure_root		tail	1	agaricaceous	0.0			agaricaceous, agaricoid
agarikac	obscure_root		tail	1	agrucis	0.0			Agrucis family
agat	obscure_root		core	3	agate	2.81			agate
agav	obscure_root		tail	1	agave	2.74			agave
agavbrand	obscure_root		tail	1	tequila	3.48			tequila
agavvin	obscure_root		tail	1	agave	0.0			agave wine
agaw	obscure_root		tail	1	agave	2.74			agave
agebl	obscure_root		tail	1	operative	3.86			operative
agem	obscure_root		tail	1	active	4.93			active
agend	covered_T1_3	2	tail	1		0.0			agenda, appointment book, diary, memorandum book, notebook
agent	covered_T1_3	2	core	3		0.0			agential
agentur	obscure_root		tail	1	agency	4.87			agency
agerat	obscure_root		tail	1	whiteweed	0.0			whiteweed
agig	obscure_root		extended	2	actuate	2.1			to actuate
agistrodon	obscure_root		tail	1	moccasin	2.3			moccasin
agit	covered_T1_3	2	core	7		0.0			agitational, inflammatory
agitaci	shade_mismatch		tail	1	agitation	3.19		excitement	agitation, excitement, flutter
agitator	obscure_root		tail	1	agitator	2.59			agitator
agitfoli	obscure_root		tail	1	polemic	0.0			polemic pamphlet
agitgrup	obscure_root		tail	1	action	0.0			action committee, action group
agitkomision	obscure_root		tail	1	action	0.0			action committee, action group
agitvort	obscure_root		tail	1		0.0			slogan (esp. political)
agklav	obscure_root		tail	1	hot	0.0			hot key, hotkey
agl	covered_T1_3	2	core	4		0.0			of an eagle
agliber	obscure_root		tail	1	elbow	0.0			elbow room
aglobute	obscure_root		tail	1	eagle	0.0			eagle buzzard
aglofilik	obscure_root		tail	1	eagle	0.0			eagle fern
agloflor	obscure_root		tail	1	eagle	0.0			eagle flower
aglok	obscure_root		extended	2	action	0.0			action spot
aglomer	obscure_root		core	5	agglomerative	0.0			agglomerative
aglonaz	obscure_root		tail	1	beak-nosed	0.0			beak-nosed
aglonest	obscure_root		tail	1	aerie	2.17			aerie
aglutin	obscure_root		core	4	agglutinative	1.58			agglutinative
aglutinogen	obscure_root		tail	1	agglutinogen	0.0			agglutinogen
agmanier	obscure_root		tail	1	behavior	4.69			behavior
agnat	obscure_root		extended	2	agnate	1.36			agnate, agnatic
agnosk	covered_T1_3	2/3	core	3		0.0			to acknowledge, recognize (as official)
agnostik	candidate_gap		core	4	agnostic	3.02	3		agnostic
agnozi	obscure_root		tail	1	agnosia	1.73			agnosia
agobret	obscure_root		tail	1	action	0.0			action bar
agobuton	obscure_root		tail	1	action	0.0			action button
agogi	obscure_root		tail	1	agogic	0.0			agogic
agoni	obscure_root		tail	1	agonizing	2.99			agonizing
agonistik	obscure_root		tail	1	agonostics	0.0			agonostics
agopaĝ	obscure_root		tail	1	action	0.0			action page
agor	obscure_root		tail	1	agora	2.72			agora
agorafobi	obscure_root		tail	1	agoraphobia	2.34			agoraphobia
agord	obscure_root		core	11	unison	3.27			in unison
agordadministrant	obscure_root		tail	1	settings	0.0			settings manager
agordaparat	obscure_root		tail	1	tuning	0.0			tuning machine
agordfork	obscure_root		tail	1	tuning	0.0			tuning fork
agordinform	obscure_root		tail	1	configuration	0.0			configuration information
agordofork	obscure_root		tail	1	tuning	0.0			tuning fork
agordotub	obscure_root		tail	1	tuning	0.0			tuning pipe
agordŝanĝant	obscure_root		tail	1	settings	0.0			settings modifier
agospec	obscure_root		tail	1	action	0.0			action type
agotrab	obscure_root		tail	1	action	0.0			action bar
agpotencial	obscure_root		tail	1	action	0.0			action potential
agr	obscure_root		core	6	arable	0.0			arable land, cultivated field, field
agrabl	covered_T1_3	2	core	7		0.0			agreeable, enjoyable, lovely, nice, pleasant
agrablodor	obscure_root		tail	1	pleasant-smelling	0.0			pleasant-smelling
agraf	obscure_root		extended	2	clamp	0.0			to clamp together, clasp
agrafi	obscure_root		tail	1	agraphia	1.31			agraphia
agramatism	obscure_root		tail	1	agrammatism	0.0			agrammatism
agregaci	obscure_root		tail	1		0.0			agrégation (French academic qualification)
agres	covered_T1_3	2	core	5		0.0			aggressive
agresiv	obscure_root		tail	1	aggressive	4.32			aggressive
agrikultur	candidate_gap		extended	2	agricultural	4.34	2		agricultural
agrimoni	obscure_root		tail	1	agrimony	1.2			agrimony
agrobakteri	obscure_root		tail	1	agrobacteria	0.0			agrobacteria
agrobiologi	obscure_root		tail	1	agrobiology	0.0			agrobiology
agrokultiv	obscure_root		tail	1	agriculture	4.37			agriculture
agrokultur	candidate_gap		extended	2	agricultural	4.34	2		agricultural
agronom	obscure_root		extended	2	agriculturist	1.98			agriculturist, agronomist
agronomi	candidate_gap		extended	2	agricultural	4.34	2		agricultural
agropir	obscure_root		tail	1	couch	0.0			couch grass, dog grass
agrostem	obscure_root		tail	1	corn	0.0			corn cockle
agrostid	obscure_root		tail	1	bent	0.0			bent grass
agroturism	obscure_root		tail	1	farm	0.0			farm holidays
agtip	obscure_root		tail	1	action	0.0			action type
aguti	obscure_root		tail	1		0.0			agouti (species of rodent)
ah	obscure_root		tail	1	aha	3.56			aha
ahmadism	obscure_root		tail	1	ahmadism	0.0			Ahmadism
aides	obscure_root		tail	1	aids	0.0			AIDS
aidos	obscure_root		extended	2	aids	0.0			AIDS
aidoz	obscure_root		tail	1	aids	0.0			AIDS
aikid	obscure_root		tail	1	aikido	2.67			aikido
ailant	obscure_root		tail	1	ailanthus	0.0			Ailanthus, tree of heaven
ain	obscure_root		tail	1	ainu	0.0			Ainu
aj	obscure_root		tail	1	cry	4.59			to cry, shout from pain
ajapan	obscure_root		tail	1	ayapana	0.0			ayapana
ajatol	obscure_root		tail	1	ayatollah	2.92			ayatollah
ajatolah	obscure_root		tail	1	ayatollah	2.92			ayatollah
ajgen	obscure_root		tail	1	eigen	2.1			eigen
ajgenspac	obscure_root		tail	1	characteristic	0.0			characteristic subspace, eigenspace
ajgensubspac	obscure_root		tail	1	characteristic	0.0			characteristic subspace, eigensubspace
ajgenvalor	obscure_root		tail	1	eigenvalue	2.38			eigenvalue
ajgenvektor	obscure_root		tail	1	eigenvector	1.94			eigenvector
ajks	obscure_root		tail	1	aix	0.0			Aix
ajl	obscure_root		extended	2	garlicky	2.05			garlicky
ajlobulb	obscure_root		extended	2	garlic	0.0			garlic bulb
ajmar	obscure_root		tail	1	aymarian	0.0			Aymarian
ajn	covered_T1_3	1/2/3	extended	2		0.0			arbitrary, any (at all)
ajnliter	obscure_root		tail	1	wildcard	3.17			wildcard
ajnu	obscure_root		tail	1	ainu	0.0			Ainu
ajnvic	obscure_root		tail	1	random-access	0.0			random-access
ajug	obscure_root		tail	1	bugle	2.92			bugle
ajurved	obscure_root		tail	1	ayurveda	0.0			Ayurveda
ajut	shade_mismatch		tail	1	nozzle	3.24		jet	nozzle, jet
ajz	obscure_root		tail	1	bend	4.13			to bend
ak	obscure_root		tail	1		0.0			BCE (before the Common Era)
akaci	obscure_root		tail	1	acacia	3.01			acacia, wattle
akad	obscure_root		extended	2	acadian	0.0			Acadian
akademi	covered_T1_3	2/3	core	3		0.0			academic
akadi	obscure_root		tail	1	acadian	0.0			Acadian
akadian	obscure_root		tail	1	acadian	0.0			Acadian
akajunuks	obscure_root		tail	1	cashew	0.0			cashew nut
akan	obscure_root		tail	1	twi	0.0			Twi
akant	obscure_root		tail	1	acanthus	2.08			acanthus
akantopagr	obscure_root		tail	1	bream	2.69			bream
akapar	obscure_root		tail	1		0.0			to corner (the market), monopolize, usurp
akar	obscure_root		tail	1	maggot	2.78			maggot, mite
akaĵu	obscure_root		extended	2	cashew	0.0			cashew nut
akaĵuarb	obscure_root		tail	1	cashew	2.75			cashew
akaĵunuks	obscure_root		tail	1	cashew	0.0			cashew nut
akaĵupom	obscure_root		tail	1	cashew	0.0			cashew apple
akaŝ	obscure_root		tail	1	akashic	1.94			akashic
akcel	obscure_root		core	8	accerlerative	0.0			accerlerative
akcelenz	obscure_root		tail	1	accelerant	2.12			accelerant, accelerator
akcelmezuril	obscure_root		tail	1	accelerometer	2.55			accelerometer
akcelometr	obscure_root		tail	1	accelerometer	2.55			accelerometer
akcelpedal	obscure_root		tail	1		0.0			accelerator (pedal), gas pedal
akcent	obscure_root		core	6	accented	2.9			accented, emphasized, stressed
akcentperd	obscure_root		tail	1	loss	0.0			loss of accent
akcentsign	obscure_root		tail	1	stress	0.0			stress mark
akcept	covered_T1_3	2/3	core	17		0.0			accepting
akceptkvitanc	obscure_root		tail	1	receipt	3.92			receipt
akceptopaĝ	obscure_root		tail	1	home	0.0			home page, welcome page
akceptor	obscure_root		tail	1	acceptor	2.75			acceptor
akceptosalon	obscure_root		tail	1	reception	0.0			reception room
akceptpoŝtĝiril	obscure_root		tail	1	giro	0.0			giro payment slip
akceptsalon	obscure_root		tail	1	reception	0.0			reception room
akcesor	shade_mismatch		extended	2	accessory	3.63		secondary	accessory, secondary
akcesoraĵ	covered_T1_3	2	extended	2		0.0			accessory, side issue, gadget
akci	covered_T1_3	2	core	8		0.0			joint-stock
akcidenc	obscure_root		tail	1	accidence	0.0			accidence, adjunct
akcident	covered_T1_3	1/2	core	3		0.0			accidental
akcidentrisk	obscure_root		tail	1	accident	0.0			accident risk
akcihavant	obscure_root		tail	1	shareholder	3.63			shareholder
akcimerkat	obscure_root		tail	1	stock-market	0.0			stock-market
akcipitr	obscure_root		tail	1	accipiter	1.48			accipiter, goshawk, hawk
akcipitred	obscure_root		tail	1	accipitridae	0.0			Accipitridae family
akcipitroherb	obscure_root		tail	1	hawkweed	1.21			hawkweed
akciz	obscure_root		extended	2	levy	0.0			to levy an excise tax
ake	obscure_root		tail	1	sloth	3.1			sloth
akebi	obscure_root		tail	1		0.0			akebi (eastern Asiatic vine)
akejlognat	obscure_root		tail	1	bitterling	0.0			bitterling
akile	obscure_root		tail	1	achillea	0.0			Achillea, yarrow, milfoil
akilkalkan	obscure_root		tail	1	heel	3.84			Achilles’ heel
akiltenden	obscure_root		tail	1	tendon	3.31			Achilles’ tendon
akinezi	obscure_root		tail	1	akinesia	1.05			akinesia
akir	covered_T1_3	1/2/3	core	8		0.0			to achieve, acquire, attain, get, obtain
akirdat	obscure_root		tail	1	acquisition	0.0			acquisition date
akiritaĵ	obscure_root		tail	1	possessions	3.81			possessions, acquisitions, belongings
akk	obscure_root		tail	1		0.0			ankaŭ konata kiel (also known as, aka)
aklam	obscure_root		extended	2	acclamation	2.4			by acclamation
aklimatiz	obscure_root		tail	1	acclimatize	1.79			to acclimatize
aklimatiziĝ	obscure_root		tail	1	acclimate	2.33			to acclimate, acclimatize
akme	obscure_root		tail	1	acme	2.89			acme
akn	obscure_root		extended	2	affected	0.0			affected by acne
akne	obscure_root		tail	1	acne	3.66			acne
aknoz	obscure_root		tail	1	acne	3.66			acne
akoli	obscure_root		tail	1	acholia	0.0			acholia
akolit	obscure_root		tail	1	acolyte	2.41			acolyte
akomod	obscure_root		core	4	adjustment	3.88			adjustment
akompan	covered_T1_3	2/3	core	5		0.0			attendant
akompanant	covered_T1_3	2	core	3		0.0			accompanist, companion
akonit	obscure_root		extended	2	aconite	1.79			aconite, monkshood, friar’s caps, wolf’s bane
akor	obscure_root		tail	1	calamus	1.9			calamus
akord	covered_T1_3	2/3	core	4		0.0			compatible, consistent
akordig	obscure_root		core	5	conciliatory	2.76			conciliatory
akordion	candidate_gap		extended	2	accordion	3.09	3		accordion
akr	covered_T1_3	2	core	13		0.0			abrasive, acrimonious, acute, lurid, sharp, keen, poignant
akraem	obscure_root		tail	1	bitter	4.21			bitter
akraflank	shade_mismatch		tail	1	angular	3.51		sharp-edged	angular, sharp-edged
akraton	shade_mismatch		extended	2	abrasive	3.22		sharp-toned	abrasive, acrid, acrimonious, sharp-toned, shrill, snappy, tart
akre	candidate_gap		core	3	acre	3.93	3		acre
akredit	obscure_root		core	4	accredit	2.12			to accredit
akreditiv	obscure_root		tail	1	arrange	0.0			to arrange a credit
akreson	obscure_root		tail	1	shrill	2.88			shrill
akretem	obscure_root		tail	1	acrimonious	2.55			acrimonious
akreton	obscure_root		tail	1	sharp-toned	0.0			sharp-toned, piercing
akrevid	obscure_root		tail	1	lynx-eyed	0.0			lynx-eyed
akrevidant	obscure_root		tail	1	sharp-sighted	0.0			sharp-sighted person, person with sharp vision
akrided	obscure_root		tail	1	acridid	0.0			acridid
akrigrimen	obscure_root		tail	1	strop	2.22			strop
akrilonitril	obscure_root		tail	1	acrylonitrile	2.01			acrylonitrile
