en_lemma	base_word	total_freq	band	final_eo_root	final_eo_word	eo_gloss	gloss_source	anchor_source	tier_basis	proposed_tier	review_flag	note
insert	insert	3	P6_tail	enmet	enmeti	to insert, put in, put away, stow, deposit, commit, check in	espdic	curated	inventory	2		
lever	lever	3	P6_tail	levil	levilo	crowbar, lever	espdic	curated	inventory	2		
lobby	lobby	3	P6_tail	vestibl	vestiblo	entrance hall, lobby, porch, vestibule	espdic	curated	inventory	2	rare-anchor	
prey	prey	3	P6_tail	pred	predo	booty, loot, prey	espdic	curated	inventory	2	rare-anchor	
saddle	saddle	3	P6_tail	sel	selo	saddle	espdic	curated	inventory	2		
slam	slam	3	P6_tail	bruferm	brufermi	to bang, slam	espdic	curated	inventory	2		
swell	swell	3	P6_tail	ŝvel	ŝveli	to bloat, swell, inflate, distend, puff	espdic	curated	inventory	2		
tissue	tissue	3	P6_tail	naztuk	naztuko	handkerchief, tissue	espdic	curated	inventory	2		
undo	undo	3	P6_tail	malfar	malfari	to unmake, undo	espdic	curated	inventory	2		
unison	unison	3	P6_tail	unison	unisono	unison	espdic	curated	inventory	2		
alien	alien	2	P6_tail	eksterter	eksterterulo	alien, extraterrestrial	espdic	curated	inventory	2		
baffle	baffle	2	P6_tail	konfuz	konfuzi	to bewilder, confuse, puzzle, disconcert, perplex, trouble, perturb, unsettle, disturb	espdic	curated	inventory	2		
boar	boar	2	P6_tail	apr	apro	wild boar	espdic	curated	inventory	2		
boarding	boarding	2	P6_tail	enir	enirado	boarding	kept_original	curated	inventory	2		
breadcrumb	breadcrumb	2	P6_tail	paner	panero	bread crumb	espdic	curated	inventory	2		
errand	errand	2	P6_tail	komisi	komisio	commission, appointment, authorization, charge, entrustment, errand, job, mandate, trust	espdic	curated	inventory	2		
gross	gross	2	P6_tail	naŭz	naŭza	abhorrent, abominable, alien, disgusting, nasty, nauseous	espdic	curated	inventory	2		
hover	hover	2	P6_tail	ŝveb	ŝvebi	to circle, hang, hover, float	espdic	curated	inventory	2	rare-anchor	
marking	marking	2	P6_tail	mark	marko	brand, marker, tag, label	espdic	curated	inventory	2		
prick	prick	2	P6_tail	pik	piki	to bite, jab, pick, pierce, prick, puncture, stab, stick, sting	espdic	curated	inventory	2		
retrieve	retrieve	2	P6_tail	repren	repreni	to abjure	espdic	curated	inventory	2		
rinse	rinse	2	P6_tail	tralav	tralavi	to wash	espdic	curated	inventory	2		
savor	savor	2	P6_tail	ĝu	ĝui	to delight in, enjoy, relish	espdic	curated	inventory	2	rare-anchor	
smear	smear	2	P6_tail	ŝmir	ŝmiri	to anoint, smear, spread, coat, grease, smear	espdic	curated	inventory	2		
swap	swap	2	P6_tail	interŝanĝ	interŝanĝi	to exchange, interchange, invert, swap, barter	espdic	curated	inventory	2		
swollen	swollen	2	P6_tail	ŝvel	ŝvelinta	to distend, inflate, swell, swollen	kept_original	curated	inventory	2		
tense	tense	2	P6_tail	streĉ	streĉita	flat, straight, strained	espdic	curated	inventory	2		
whir	whir	2	P6_tail	zum	zumado	buzz, hum	espdic	curated	inventory	2		
whisk	whisk	2	P6_tail	kirl	kirli	to curl, froth, stir, whip, whirl	espdic	curated	inventory	2		
ajar	ajar	1	P6_tail	duonmalferm	duonmalfermita	ajar, discordant	kept_original	curated	inventory	2		
bold	bold	1	P6_tail	kuraĝ	kuraĝa	audacious, bold, brave, courageous, valiant, daring, fearless, intrepid	espdic	curated	inventory	2		
choke	choke	1	P6_tail	sufok	sufoki	to choke, quell, suffocate, suppress, smother, stifle strangle, throttle	espdic	curated	inventory	2	rare-anchor	
collage	collage	1	P6_tail	kolaĝ	kolaĝo	collage	kept_original	curated	inventory	2	rare-anchor	
corridor	corridor	1	P6_tail	koridor	koridoro	corridor, passage, hallway, hall, lane, passageway	espdic	curated	inventory	2	rare-anchor	
detour	detour	1	P6_tail	ĉirkaŭvoj	ĉirkaŭvojo	roundabout way	espdic	curated	inventory	2		
disguise	disguise	1	P6_tail	alivest	alivestiĝo	disguise	kept_original	curated	inventory	2		
festive	festive	1	P6_tail	fest	festa	festal	espdic	curated	inventory	2		
filling	filling	1	P6_tail	plenigaĵ	plenigaĵo	filling	kept_original	curated	inventory	2		
finder	finder	1	P6_tail	trov	trovanto	finder, search command, search engine, search tool, search function	kept_original	curated	inventory	2		
fool	fool	1	P6_tail	malsaĝ	malsaĝulo	blockhead, dolt, fool	espdic	curated	inventory	2		
honorary	honorary	1	P6_tail	honor	honora	honorary	espdic	curated	inventory	2		
howl	howl	1	P6_tail	hurl	hurli	to howl	espdic	curated	inventory	2		
injection	injection	1	P6_tail	injekt	injekto	injection	espdic	curated	inventory	2		
joystick	joystick	1	P6_tail	stirstang	stirstango	joystick	espdic	curated	inventory	2		
litter	litter	1	P6_tail	rub	rubaĵo	junk	espdic	curated	inventory	2		
machinery	machinery	1	P6_tail	maŝinar	maŝinaro	machinery	espdic	curated	inventory	2		
navigate	navigate	1	P6_tail	navig	navigi	to navigate	espdic	curated	inventory	2		
operator	operator	1	P6_tail	operator	operatoro	operator	espdic	curated	inventory	2		
performer	performer	1	P6_tail	prezent	prezentanto	introducer, performer, presenter	espdic	curated	inventory	2		
preference	preference	1	P6_tail	prefer	prefero	preference	espdic	curated	inventory	2		
reset	reset	1	P6_tail	restarig	restarigi	to restore	espdic	curated	inventory	2		
rider	rider	1	P6_tail	rajd	rajdanto	cavalier	espdic	curated	inventory	2		
robe	robe	1	P6_tail	rob	robo	dress, gown, robe	espdic	curated	inventory	2		
seize	seize	1	P6_tail	kapt	ekkapti	to clutch, grab, grasp, grip, seize, apprehend, grapple, lay hold of, capture	espdic	curated	inventory	2		
skate	skate	1	P6_tail	sket	sketilo	skate	espdic	curated	inventory	2	rare-anchor	
spine	spine	1	P6_tail	spin	spino	backbone, spine, spinal column	espdic	curated	inventory	2		
spiral	spiral	1	P6_tail	spiral	spiralo	spiral	espdic	curated	inventory	2		
stuffy	stuffy	1	P6_tail	sufok	sufoka	airless, oppressive, stifling, sultry, suffocating	espdic	curated	inventory	2	rare-anchor	
suspend	suspend	1	P6_tail	pendig	pendigi	to hang, suspend	espdic	curated	inventory	2		
tapestry	tapestry	1	P6_tail	gobelin	gobelino	tapestry, wall covering, wallpaper	kept_original	curated	inventory	2		
thimble	thimble	1	P6_tail	fingring	fingringo	thimble	espdic	curated	inventory	2		
tin	tin	1	P6_tail	lad	lado	sheet metal, tin (plate), firmware	espdic	curated	inventory	2		
weaken	weaken	1	P6_tail	malfort	malfortigi	to weaken	espdic	curated	inventory	2		
weave	weave	1	P6_tail	teks	teksi	to weave	espdic	curated	inventory	2		
whimper	whimper	1	P6_tail	plor	ploreti	to snivel, whimper, whine	espdic	curated	inventory	2		
whirr	whirr	1	P6_tail	zum	zumado	buzz, hum	espdic	curated	inventory	2		
wrapper	wrapper	1	P6_tail	envolv	envolvaĵo	envelope	espdic	curated	inventory	2		
butterfly	butterfly	291	P3_compound	papili	papilio	butterfly	espdic	worksheet-proposed	seed	1		
cooky	cooky	134	P4_nomatch	keks	kekso	biscuit, cookie	espdic	curated	freq	1		
shin	shin	114	P4_nomatch	bril	brili	to glisten, glow, shine, sparkle	espdic	curated	freq	1		
swam	swam	114	P4_nomatch	naĝ	naĝi	to float, swim	espdic	curated	freq	1		
rainbow	rainbow	98	P3_compound	ĉielark	ĉielarko	rainbow	espdic	curated	seed	1		
sparkly	sparkly	75	P4_nomatch	scintil	scintila		kept_original	curated	freq	1		
realise	realise	69	P4_nomatch	kompren	ekkompreni	to begin to understand	espdic	curated	freq	1		
twirl	twirl	58	P4_nomatch	piruet	pirueti	to pirouette	espdic	curated	freq	1		
fridge	fridge	52	P4_nomatch	friduj	fridujo	refrigerator	espdic	curated	freq	1		
grumpy	grumpy	52	P4_nomatch	malbonhumor	malbonhumora	cross, peevish, pettish, petulant	espdic	curated	freq	1		
fin	fin	48	P1_name	naĝil	naĝilo	fin	espdic	worksheet-proposed	freq	1		
marble	marble	45	P2_hot	glob	globeto	bead, corpuscle, marble, globule, corpuscle	espdic	curated	freq	1		
safely	safely	45	P2_hot	sekur	sekure	safely	espdic	worksheet-proposed	freq	1		
whale	whale	45	P2_hot	balen	baleno	whale	espdic	worksheet-proposed	seed	2		
deer	deer	44	P2_hot	cerv	cervo	deer, hart, stag	espdic	curated	seed	1		
fountain	fountain	44	P2_hot	fontan	fontano	fountain	espdic	curated	freq	1		
kindness	kindness	44	P2_hot	bonkor	bonkoreco	kindness	espdic	curated	freq	1		
nosy	nosy	44	P3_compound	scivol	scivolema	inquisitive	espdic	curated	freq	1		
parade	parade	44	P2_hot	defil	defilado	march, marching, parade	espdic	curated	freq	1		
pear	pear	44	P2_hot	pir	piro	pear	espdic	worksheet-proposed	seed	1		
purse	purse	44	P2_hot	monuj	monujo	purse, wallet	espdic	worksheet-proposed	freq	1		
tummy	tummy	44	P2_hot	ventr	ventro	abdomen, stomach, belly, tummy	espdic	worksheet-proposed	seed	1		
charming	charming	43	P2_hot	ĉarm	ĉarma	attractive, charming, lovely, pleasing, alluring	espdic	curated	freq	1		
weird	weird	43	P2_hot	strang	stranga	odd, peculiar, strange, curious, eccentric, queer	espdic	curated	freq	1		
cabin	cabin	42	P2_hot	kaban	kabano	cabin, hut, shack	espdic	worksheet-proposed	freq	1		
dove	dove	42	P2_hot	kolomb	kolombo	dove, pigeon	espdic	worksheet-proposed	freq	1		
vase	vase	42	P2_hot	vaz	vazo	vase, vessel, container	espdic	worksheet-proposed	freq	1		
wand	wand	42	P2_hot	sorĉbaston	sorĉbastono	wand	espdic	curated	freq	1		
zoo	zoo	42	P2_hot	bestoĝarden	bestoĝardeno	zoo	espdic	curated	freq	1		
patch	patch	41	P2_hot	plac	placeto	patch	espdic	curated	freq	1		
raft	raft	41	P2_hot	flos	floso	raft	espdic	worksheet-proposed	freq	1		
tremble	tremble	41	P2_hot	trem	tremi	to quiver, shiver, tremble, shake, tremble	espdic	worksheet-proposed	freq	1		
tutor	tutor	41	P2_hot	guvernist	guvernisto	preceptor, tutor	espdic	curated	freq	1		
wolf	wolf	41	P2_hot	lup	lupo	wolf	espdic	worksheet-proposed	seed	1		
alert	alert	40	P2_hot	vigl	vigla	adroit, agile, alert, brisk, keen, lively, nimble, vigilant, watchful	espdic	curated	freq	1		
knob	knob	40	P2_hot	tenil	tenilo	grip, handle, knob, holder, hilt	espdic	curated	freq	1		
laundry	laundry	40	P2_hot	lav	lavaĵo	laundry, lavatory, washroom	kept_original	curated	freq	1		
lightning	lightning	40	P2_hot	fulm	fulmo	lightning	espdic	curated	seed	1		
necklace	necklace	40	P2_hot	kolier	koliero	necklace	espdic	worksheet-proposed	freq	1		
oyster	oyster	40	P2_hot	ostr	ostro	oyster	espdic	worksheet-proposed	freq	1		
proudly	proudly	40	P2_hot	fier	fiere	proudly	espdic	worksheet-proposed	freq	1		
twig	twig	40	P2_hot	branĉet	branĉeto	shoot (tree), twig, sprig	espdic	worksheet-proposed	freq	1		
barn	barn	39	P2_hot	garbej	garbejo	barn, granary	espdic	curated	freq	1		
blink	blink	39	P2_hot	palpebrum	palpebrumi	to blink, wink	espdic	curated	freq	1		
cube	cube	39	P2_hot	kub	kubo	cube	espdic	worksheet-proposed	seed	2		
mole	mole	39	P2_hot	talp	talpo	mole (animal)	espdic	curated	freq	1		
poke	poke	39	P2_hot	puŝet	puŝeti	to poke	espdic	worksheet-proposed	freq	1		
shark	shark	39	P2_hot	ŝark	ŝarko	shark	espdic	worksheet-proposed	seed	2		
stubborn	stubborn	39	P2_hot	obstin	obstina	dogged, headstrong, obstinate, stubborn	espdic	worksheet-proposed	freq	1		
fake	fake	38	P2_hot	fals	falsa	counterfeit, fake, false, spurious, forged, wrong	espdic	worksheet-proposed	freq	1		
fierce	fierce	38	P2_hot	feroc	feroca	fierce	espdic	worksheet-proposed	freq	1		
flashlight	flashlight	38	P2_hot	poŝlamp	poŝlampo	flashlight	espdic	worksheet-proposed	freq	1		
hairy	hairy	38	P2_hot	vil	vila	hairy, shaggy	espdic	worksheet-proposed	freq	1		
trap	trap	38	P2_hot	kaptil	kaptilo	decoy, snare, trap	espdic	curated	freq	1		
vine	vine	38	P2_hot	lian	liano	bind-weed, liana, tropical climbing vine	espdic	curated	freq	1		
cane	cane	37	P2_hot	baston	bastono	baton, cane, staff, stick, rod, bar	espdic	curated	freq	1		
cocoa	cocoa	37	P2_hot	kaka	kakao	cocoa	espdic	worksheet-proposed	freq	1		
graceful	graceful	37	P2_hot	graci	gracia	graceful, gracious, slender, slim	espdic	worksheet-proposed	freq	1		
harmless	harmless	37	P2_hot	nenoc	nenoca	harmless	espdic	worksheet-proposed	freq	1		
knight	knight	37	P2_hot	kavalir	kavaliro	cavalier, knight, chevalier	espdic	worksheet-proposed	freq	1		
playful	playful	37	P2_hot	ludem	ludema	playful	espdic	curated	freq	1		
polish	polish	37	P2_hot	polur	poluri	to brighten, burnish, glaze, gloss, polish	espdic	curated	freq	1		
sticker	sticker	37	P3_compound	glumark	glumarko	sticker	espdic	worksheet-proposed	freq	1		
swan	swan	37	P2_hot	cign	cigno	swan	espdic	worksheet-proposed	freq	1		
triangle	triangle	37	P2_hot	triangul	triangulo	triangle	espdic	worksheet-proposed	seed	2		
trophy	trophy	37	P2_hot	trofe	trofeo	trophy	espdic	worksheet-proposed	freq	1		
hammer	hammer	36	P2_hot	martel	martelo	hammer	espdic	curated	freq	1		
knot	knot	36	P2_hot	nod	nodo	knot, node	espdic	curated	freq	1		
mask	mask	36	P2_hot	mask	masko	mask	espdic	curated	freq	1		
scissor	scissor	36	P4_nomatch	tondil	tondilo	scissors, shears	espdic	curated	freq	1		
spill	spill	36	P2_hot	disverŝ	disverŝi	to spill	espdic	worksheet-proposed	freq	1		
attic	attic	35	P2_hot	subtegment	subtegmento	attic, garret	espdic	curated	freq	1		
horn	horn	35	P2_hot	korn	korno	hooter, horn, klaxon	espdic	worksheet-proposed	freq	1		
shrimp	shrimp	35	P2_hot	salikok	salikoko	prawn, shrimp	espdic	worksheet-proposed	freq	1		
thread	thread	35	P2_hot	faden	fadeno	strand, thread	espdic	curated	freq	1		
zebra	zebra	35	P2_hot	zebr	zebro	zebra	espdic	worksheet-proposed	seed	1		
axe	axe	34	P2_hot	hakil	hakilo	axe, chopper, hatchet	espdic	worksheet-proposed	freq	1		
chamber	chamber	34	P2_hot	ĉambr	ĉambro	chamber, room	espdic	curated	freq	1		
clapping	clapping	34	P4_nomatch	aplaŭd	aplaŭdi	to acclaim, applaud, clap	espdic	curated	freq	1		
folder	folder	34	P2_hot	paperuj	paperujo	file, folder, portfolio	espdic	curated	freq	1		
mailbox	mailbox	34	P2_hot	poŝtuj	poŝtujo	mailbox	espdic	worksheet-proposed	freq	1		
miserable	miserable	34	P2_hot	mizer	mizera	abject, dismal, meager, miserable, wretched	espdic	worksheet-proposed	freq	1		
sniff	sniff	34	P2_hot	enflar	enflari	to sniff	espdic	worksheet-proposed	freq	1		
spaghetti	spaghetti	34	P2_hot	spaget	spageto	spaghetti	espdic	worksheet-proposed	freq	1		
bossy	bossy	33	P2_hot	regem	regema	bossy	espdic	worksheet-proposed	freq	1		
envelope	envelope	33	P2_hot	kovert	koverto	envelope	espdic	worksheet-proposed	freq	1		
firework	firework	33	P3_compound	artfajraĵ	artfajraĵo	firework	espdic	worksheet-proposed	freq	1		
fragile	fragile	33	P2_hot	romp	rompiĝema	breakable, brittle, fragile	espdic	curated	freq	1		
harsh	harsh	33	P2_hot	aspr	aspra	rough, harsh	espdic	worksheet-proposed	freq	1		
hook	hook	33	P2_hot	hok	hoko	hacek, hook, inverted circumflex, inverted hat, wedge	espdic	curated	freq	1		
jolly	jolly	33	P2_hot	gaj	gaja	cheerful, gay, merry, happy	espdic	curated	freq	1		
modest	modest	33	P2_hot	modest	modesta	bashful, demure, modest, unassuming, moderate	espdic	curated	freq	1		
pebble	pebble	33	P2_hot	ŝtonet	ŝtoneto	pebble	espdic	worksheet-proposed	freq	1		
pie	pie	33	P2_hot	tort	torto	pie, tart, pastry	espdic	worksheet-proposed	freq	1		
razor	razor	33	P2_hot	razil	razilo	razor	espdic	worksheet-proposed	freq	1		
disgust	disgust	32	P2_hot	naŭz	naŭzi	to disgust, nauseate	espdic	worksheet-proposed	freq	1		
envious	envious	32	P2_hot	envi	envia	envious	espdic	worksheet-proposed	freq	1		
grin	grin	32	P3_compound	rikan	rikani	to laugh derisively, sneer	espdic	curated	freq	1		
heal	heal	32	P2_hot	san	resaniĝi	to get better, heal, recover, get well	espdic	curated	freq	1		
muffin	muffin	32	P4_nomatch	mufen	mufeno		kept_original	curated	freq	1		
tease	tease	32	P2_hot	mok	moketi	to tease	espdic	curated	freq	1		
thoughtful	thoughtful	32	P2_hot	konsiderem	konsiderema	considerate, reflective, thoughtful	espdic	curated	freq	1		
beetle	beetle	31	P2_hot	skarab	skarabo	beetle, scarabaeus, scarab	espdic	worksheet-proposed	seed	1		
bump	bump	31	P2_hot	puŝ	puŝiĝi	to thrust	espdic	curated	freq	1		
chimney	chimney	31	P2_hot	kamentub	kamentubo	chimney, smokestack, stack, flue	espdic	worksheet-proposed	freq	1		
filthy	filthy	31	P2_hot	malpur	malpurega	filthy, nasty, sordid	espdic	curated	freq	1		
gloomy	gloomy	31	P2_hot	mallum	malluma	dark, dim, gloomy, murky	espdic	curated	freq	1		
golden	golden	31	P2_hot	or	ora	golden	espdic	worksheet-proposed	freq	1		
growl	growl	31	P2_hot	grumbl	grumbli	to growl, grumble	espdic	curated	freq	1		
hoop	hoop	31	P2_hot	ringeg	ringego	hoop	espdic	worksheet-proposed	freq	1		
louder	louder	31	P4_nomatch	laŭt	laŭta	aloud, loud	espdic	curated	freq	1		
mechanic	mechanic	31	P2_hot	mekanikist	mekanikisto	mechanic	espdic	curated	freq	1		
mill	mill	31	P2_hot	muelej	muelejo	mill, millhouse	espdic	curated	freq	1		
pastel	pastel	31	P2_hot	paŝtel	paŝtelo	crayon, pastel	espdic	worksheet-proposed	freq	1		
pill	pill	31	P2_hot	pilol	pilolo	pill	espdic	worksheet-proposed	freq	1		
swamp	swamp	31	P2_hot	marĉ	marĉo	marsh, swamp	espdic	worksheet-proposed	freq	1		
vendor	vendor	31	P2_hot	vendist	vendisto	salesman, vendor	espdic	curated	freq	1		
compassionate	compassionate	30	P2_hot	kompatem	kompatema	charitable, merciful, compassionate, tenderhearted, sympathetic	espdic	curated	freq	1		
creek	creek	30	P2_hot	river	rivereto	brook, rill, rivulet, stream	espdic	curated	freq	1		
flutter	flutter	30	P2_hot	flug	flugeti	to flutter	espdic	curated	freq	1		
lollipop	lollipop	30	P4_nomatch	lekbombon	lekbombono		kept_original	curated	freq	1		
mixer	mixer	30	P2_hot	miksil	miksilo	mixer, scrambler	espdic	worksheet-proposed	freq	1		
perfume	perfume	30	P2_hot	parfum	parfumo	perfume	espdic	curated	freq	1		
pumpkin	pumpkin	30	P2_hot	kukurb	kukurbo	gourd, pumpkin, squash	espdic	worksheet-proposed	freq	1		
veil	veil	30	P2_hot	vual	vualo	veil	espdic	curated	freq	1		
wheat	wheat	30	P2_hot	tritik	tritiko	wheat	espdic	worksheet-proposed	freq	1		
yawn	yawn	30	P2_hot	osced	oscedi	to yawn	espdic	curated	freq	1		
pause	pause	29	P2_hot	paŭz	paŭzi	to pause, take a break, take a rest	espdic	worksheet-proposed	freq	1		
pedal	pedal	29	P2_hot	pedal	pedalo	pedal, treadle	espdic	curated	freq	1		
petal	petal	29	P2_hot	petal	petalo	petal	espdic	worksheet-proposed	freq	1		
rug	rug	29	P2_hot	tapiŝ	tapiŝo	carpet, rug	espdic	worksheet-proposed	freq	1		
sausage	sausage	29	P2_hot	kolbas	kolbaso	sausage, salami	espdic	worksheet-proposed	freq	1		
scooter	scooter	29	P2_hot	trotil	trotilo	scooter	espdic	curated	freq	1		
snowman	snowman	29	P3_compound	neĝhom	neĝhomo	snowman	espdic	worksheet-proposed	freq	1		
snuggle	snuggle	29	P4_nomatch	alprem	alpremiĝi		kept_original	curated	freq	1		
yacht	yacht	29	P2_hot	jakt	jakto	yacht	espdic	worksheet-proposed	freq	1		
comb	comb	28	P2_hot	komb	kombilo	comb	espdic	curated	freq	1		
jelly	jelly	28	P2_hot	ĵele	ĵeleo	jelly	espdic	worksheet-proposed	freq	1		
massage	massage	28	P2_hot	masaĝ	masaĝo	massage	espdic	curated	freq	1		
nicely	nicely	28	P2_hot	plaĉ	plaĉe	nicely, pleasantly, pleasingly	espdic	worksheet-proposed	freq	1		
refresh	refresh	28	P2_hot	freŝ	refreŝiĝi	to refresh	espdic	curated	freq	1		
sandcastle	sandcastle	28	P3_compound	sablokastel	sablokastelo	sandcastle	espdic	worksheet-proposed	freq	1		
scatter	scatter	28	P2_hot	ĵet	disĵeti	to (broad)cast, scatter, strew	espdic	curated	freq	1		
stitch	stitch	28	P2_hot	kudr	kudrero	stitch	espdic	curated	freq	1		
