decision	review_flag	en_word	fold	anchor_root	all_roots	root_detail	eo_word	proposed_tier	gloss_zipf	gloss	note
approve		totem	standalone	totem	totem		totemo	3	3.09	totem	
approve	standalone adj (your rule)	heterogeneous	derived_adj	heterogen	heterogen		heterogena	3	3.08	heterogeneous	derived adjective — confirm noun anchor / eo_word
approve		irritate	standalone	irit	irit		iriti	3	3.08	to irritate	
approve		slipper	standalone	pantofl	pantofl		pantoflo	3	3.08	slipper	
approve		videotape	standalone	vidbend	vidbend		vidbendo	3	3.08	videotape	
approve		compress	standalone	kondens	kondens		kondensi	2	3.07	to compress	
approve		drugstore	standalone	apotek	apotek		apoteko	2	3.07	drugstore, pharmacy, chemist	
approve	standalone adj (your rule)	pedagogical	derived_adj	pedagogi	pedagogi		pedagogia	2	3.07	pedagogical	derived adjective — confirm noun anchor / eo_word
approve		polygamy	standalone	poligami	poligami		poligamio	2	3.07	polygamy	
approve		poplar	standalone	popl	popl		poplo	3	3.07	poplar	
approve	standalone adj (your rule)	pubic	derived_adj	pub	pub		puba	2	3.07	pubic	derived adjective — confirm noun anchor / eo_word
approve		purposeful	standalone	celkonform	celkonform		celkonforma	2	3.07	purposeful, intentional	
approve		aloe	standalone	alo	alo		aloo	3	3.06	aloe	
approve	standalone adj (your rule)	anesthetic	derived_adj	anestez	anestez		anesteza	2	3.06	anesthetic	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	hepatic	derived_adj	hepat	hepat		hepata	3	3.06	hepatic	derived adjective — confirm noun anchor / eo_word
approve		incognito	standalone	inkognit	inkognit		inkognito	2	3.06	incognito	
approve		mime	standalone	mim	mim		mimi	2	3.06	to mime	
approve	standalone adj (your rule)	mythological	derived_adj	mitologi	mitologi		mitologia	2	3.06	mythological	derived adjective — confirm noun anchor / eo_word
approve		skirmish	standalone	tiraljor	tiraljor		tiraljori	3	3.06	to skirmish	
approve		sumo	standalone	sumo	sumo		sumoo	3	3.06	sumo	
approve	standalone adj (your rule)	tumultuous	derived_adj	tumult	tumult		tumulta	3	3.06	tumultuous, turbulent, riotous	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	unitary	derived_adj	unit	unit		unita	3	3.06	unitary	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	xenophobic	derived_adj	ksenofobi	ksenofobi		ksenofobia	3	3.06	xenophobic	derived adjective — confirm noun anchor / eo_word
approve		assimilate	standalone	asimil	asimil		asimili	3	3.05	to assimilate, localize	
approve		beet	standalone	bet	bet		beto	3	3.05	beet, of a beet, of beetroot; beta (β)	
approve		bigoted	standalone	bigot	bigot		bigota	3	3.05	bigoted, fanatical	
approve	standalone adj (your rule)	cannibal	derived_adj	kanibal	kanibal		kanibala	2	3.05	cannibal	derived adjective — confirm noun anchor / eo_word
approve		emir	standalone	emir	emir		emiro	3	3.05	emir	
approve	standalone adj (your rule)	fractional	derived_adj	frakci	frakci		frakcia	2	3.05	fractional	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	incendiary	derived_adj	incendi	incendi		incendia	3	3.05	incendiary	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	parochial	derived_adj	paroĥ	paroĥ,parok	paroĥ=parochial || parok=parochial	paroĥa	3	3.05	parochial	2 roots collapsed: paroĥ, parok; derived adjective — confirm noun anchor / eo_word
approve		acupuncture	standalone	akupunktur	akupunktur		akupunkturo	3	3.04	acupuncture	
approve		coexist	standalone	kunekzist	kunekzist		kunekzisti	2	3.04	to coexist	
approve		decadent	standalone	dekadenc	dekadenc		dekadenco	3	3.04	decadent	
approve	standalone adj (your rule)	genealogical	derived_adj	genealogi	genealogi		genealogia	2	3.04	genealogical	derived adjective — confirm noun anchor / eo_word
approve		hajj	standalone	haĝ	haĝ		haĝo	3	3.04	hajj	
approve		impotent	standalone	impotent	impotent		impotento	2	3.04	impotent	
approve		winch	standalone	vinĉ	vinĉ		vinĉi	3	3.04	to winch	
approve		babysit	standalone	infanvart	infanvart		infanvarti	2	3.03	to babysit	
approve		configure	standalone	konfigur	konfigur		konfiguro	2	3.03	configure	
approve		hydrate	standalone	hidrat	hidrat		hidrato	2	3.03	hydrate	
approve		kebab	standalone	kebab	kebab		kebabo	2	3.03	kebab	
approve	standalone adj (your rule)	multilingual	derived_adj	multlingv	multlingv,plurlingv	multlingv=multilingual || plurlingv=multilingual	multlingva	2	3.03	multilingual	2 roots collapsed: multlingv, plurlingv; derived adjective — confirm noun anchor / eo_word
approve		widower	standalone	vidv	vidv		vidvo	3	3.03	widower	
approve	standalone adj (your rule)	agnostic	derived_adj	agnostik	agnostik		agnostika	3	3.02	agnostic	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	fanatical	derived_adj	fanatik	fanatik		fanatika	2	3.02	fanatical	derived adjective — confirm noun anchor / eo_word
approve		incandescent	standalone	inkandesk	inkandesk		inkandesko	3	3.02	incandescent	
approve		infallible	standalone	neerarebl	neerarebl		neerareblo	3	3.02	infallible	
approve		eyelid	standalone	palpebr	palpebr		palpebro	2	3.01	eyelid	
approve	standalone adj (your rule)	numeric	derived_adj	numer	numer		numera	2	3.01	numeric, numerical	derived adjective — confirm noun anchor / eo_word
approve		puritan	standalone	puritan	puritan		puritano	3	3.01	puritan	
approve		rhapsody	standalone	rapsodi	rapsodi		rapsodio	3	3.01	rhapsody	
approve		snowboard	standalone	neĝtabul	neĝtabul		neĝtabuli	2	3.01	to snowboard	
approve		austere	standalone	aŭster	aŭster,severmor	aŭster=austere, Spartan || severmor=austere	aŭstero	3	3.0	austere, Spartan	2 roots collapsed: aŭster, severmor
approve		blister	standalone	blaz	blaz		blazo	3	3.0	blister	
approve		chalice	standalone	kalik	kalik		kaliko	3	3.0	chalice, goblet, tankard, grail	
approve		czar	standalone	car	car		caro	2	3.0	of a czar, of a tsar	
approve		duchy	standalone	dukland	dukland		duklando	3	3.0	duchy, dukedom	
approve		instill	standalone	ensem	ensem		ensemi	3	3.0	to instill, sow	
approve		pantomime	standalone	pantomim	pantomim		pantomimi	3	3.0	to pantomime	
approve		spore	standalone	spor	spor		sporo	3	3.0	spore	
approve	standalone adj (your rule)	synchronous	derived_adj	sinkron	sinkron		sinkrona	2	3.0	synchronous	derived adjective — confirm noun anchor / eo_word
approve	standalone adj (your rule)	theologian	derived_adj	teolog	teolog		teologa	3	3.0	theologian	derived adjective — confirm noun anchor / eo_word
approve		wicker	standalone	vimen	vimen		vimeno	3	3.0	wicker	
